Brewery_id,Beer,Beer_ID,Percent_ABV,IBU,Style,Ounces,Brewery,City,State,MedianIBU,MedianABV
31,Devil’s Ale (2010),285,5.5,45,American Pale Ale (APA),12,SanTan Brewing Company,Chandler, AZ,22,5.7
31,Epicenter Amber Ale (2010),124,5.5,20,American Amber / Red Ale,12,SanTan Brewing Company,Chandler, AZ,22,5.7
32,Heavy Lifting,2596,6.2,80,American IPA,12,Boulevard Brewing Company,Kansas City, MO,27,5.25
33,Bastian,2595,7.7,65,American Strong Ale,12,James Page Brewing Company,Stevens Point, WI,24,5.2
33,Healani,2480,4.5,17,Hefeweizen,12,James Page Brewing Company,Stevens Point, WI,24,5.2
33,Yabba Dhaba Chai Tea Porter,1525,5.5,31,American Porter,12,James Page Brewing Company,Stevens Point, WI,24,5.2
33,A Capella Gluten Free Pale Ale,1524,5.5,44,American Pale Ale (APA),12,James Page Brewing Company,Stevens Point, WI,24,5.2
33,Casper White Stout,1523,6,20,American Blonde Ale,12,James Page Brewing Company,Stevens Point, WI,24,5.2
33,JP's Ould Sod Irish Red IPA,1254,6,67,American IPA,12,James Page Brewing Company,Stevens Point, WI,24,5.2
34,Surfrider,2594,5.2,35,American Pale Ale (APA),16,The Dudes' Brewing Company,Torrance, CA,40,5.8
34,Kolschtal Eddy,2035,5.5,21,Kölsch,16,The Dudes' Brewing Company,Torrance, CA,40,5.8
34,South Bay Session IPA,2034,5,67,American IPA,16,The Dudes' Brewing Company,Torrance, CA,40,5.8
34,Grandma's Pecan,1562,6.9,34,English Brown Ale,16,The Dudes' Brewing Company,Torrance, CA,40,5.8
34,Double Trunk,1561,9.9,101,American Double / Imperial IPA,16,The Dudes' Brewing Company,Torrance, CA,40,5.8
35,Grapefruit Sculpin,2593,7,67,American IPA,12,Ballast Point Brewing Company,San Diego, CA,40,5.8
35,Even Keel,2105,3.8,40,American IPA,12,Ballast Point Brewing Company,San Diego, CA,40,5.8
35,Ballast Point Pale Ale,1401,5.2,23,Kölsch,12,Ballast Point Brewing Company,San Diego, CA,40,5.8
35,Big Eye India Pale Ale,1400,7,75,American IPA,12,Ballast Point Brewing Company,San Diego, CA,40,5.8
35,Longfin Lager,1019,4.6,17,Munich Helles Lager,12,Ballast Point Brewing Company,San Diego, CA,40,5.8
35,Sculpin IPA,1018,7,70,American IPA,12,Ballast Point Brewing Company,San Diego, CA,40,5.8
36,Liberty Ale,2592,5.9,67,American IPA,12,Anchor Brewing Company,San Francisco, CA,40,5.8
36,IPA,2578,6.5,67,American IPA,12,Anchor Brewing Company,San Francisco, CA,40,5.8
36,Summer Wheat,2577,4.5,20,American Pale Wheat Ale,12,Anchor Brewing Company,San Francisco, CA,40,5.8
36,California Lager,2103,4.9,23,American Amber / Red Lager,12,Anchor Brewing Company,San Francisco, CA,40,5.8
36,Brotherhood Steam,2102,5.6,41,California Common / Steam Beer,12,Anchor Brewing Company,San Francisco, CA,40,5.8
37,Weiss Weiss Baby,2591,4.5,40,Kristalweizen,12,Figueroa Mountain Brewing Company,Buellton, CA,40,5.8
37,Czech Yo Self,2590,5.5,45,Czech Pilsener,12,Figueroa Mountain Brewing Company,Buellton, CA,40,5.8
37,FMB 101,1968,4.8,20,Kölsch,12,Figueroa Mountain Brewing Company,Buellton, CA,40,5.8
38,Raja,2589,8,93,American Double / Imperial IPA,12,Avery Brewing Company,Boulder, CO,36,6
38,Perzik Saison,2546,6.4,28,Saison / Farmhouse Ale,12,Avery Brewing Company,Boulder, CO,36,6
38,Avery Joe’s Premium American Pilsner,146,4.7,42,German Pilsener,12,Avery Brewing Company,Boulder, CO,36,6
38,White Rascal,108,5.6,10,Witbier,12,Avery Brewing Company,Boulder, CO,36,6
38,Avery India Pale Ale,107,6.3,69,American IPA,12,Avery Brewing Company,Boulder, CO,36,6
38,Ellie’s Brown Ale,106,5.5,17,American Brown Ale,12,Avery Brewing Company,Boulder, CO,36,6
39,Cow Creek,2588,5.4,26,American Amber / Red Lager,12,Twisted X Brewing Company,Dripping Springs, TX,33,5.5
39,Chupahopra,2458,7.5,63,American IPA,12,Twisted X Brewing Company,Dripping Springs, TX,33,5.5
39,Twisted X,2212,5.1,19,American Adjunct Lager,12,Twisted X Brewing Company,Dripping Springs, TX,33,5.5
40,Vanilla Porter,2587,7,11,American Porter,16,Gonzo's BiggDogg Brewing,Kalamazoo, MI,29,6.05
41,Blueberry Blonde,2586,6,14,Fruit / Vegetable Beer,12,Big Muddy Brewing,Murphysboro, IL,41,5.8
41,Galaxy IPA,2585,7.5,60,American IPA,16,Big Muddy Brewing,Murphysboro, IL,41,5.8
42,Gose,2584,4.6,8,Gose,16,Lost Nation Brewing,East Fairfield, VT,45,5.5
42,Vermont Pilsner,2583,4.8,20,German Pilsener,16,Lost Nation Brewing,East Fairfield, VT,45,5.5
42,Mosaic Single Hop IPA,2582,5.5,67,American IPA,16,Lost Nation Brewing,East Fairfield, VT,45,5.5
42,Lost Galaxy,2581,4.5,67,American IPA,16,Lost Nation Brewing,East Fairfield, VT,45,5.5
43,Gose,2580,3.5,9,Gose,16,Rising Tide Brewing Company,Portland, ME,38,5.1
43,Maine Island Trail Ale,1807,4.3,44,American Pale Ale (APA),16,Rising Tide Brewing Company,Portland, ME,38,5.1
44,Jah Mon,2579,5,100,American IPA,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Oktoberfest,2373,6.2,22,Märzen / Oktoberfest,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Headless Wylie,2049,8,24,Pumpkin Ale,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Dayman IPA,2048,5,67,American IPA,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,All Aboard! Anniversary Stout,1880,7.1,28,Oatmeal Stout,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Hop Lace,1879,6.2,48,American White IPA,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,OH-PA Session Pale Ale,1878,4.8,44,American Pale Ale (APA),12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Patrick's Poison,1877,8,36,American Amber / Red Ale,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Rudolph's Red,1764,8.1,36,American Amber / Red Ale,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Babbling Blonde,1103,5.3,20,American Blonde Ale,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Maxwell's Scottish Ale,1102,5.1,26,Scottish Ale,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Grateful White,1101,6.1,16,Witbier,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,RT Lager,1100,5.5,23,American Amber / Red Lager,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Old Wylie's IPA,1099,6.2,67,American IPA,12,Rivertowne Brewing Company,Export, PA,31,5.7
44,Hala Kahiki Pineapple Beer,1098,4.8,14,Fruit / Vegetable Beer,12,Rivertowne Brewing Company,Export, PA,31,5.7
45,Fist City,2576,5.5,40,American Pale Ale (APA),12,Revolution Brewing Company,Chicago, IL,41,5.8
45,A Little Crazy,1133,6.8,23,Belgian Pale Ale,12,Revolution Brewing Company,Chicago, IL,41,5.8
45,Rosa Hibiscus Ale,609,5.8,15,Herbed / Spiced Beer,12,Revolution Brewing Company,Chicago, IL,41,5.8
45,Fistmas Ale,418,6.1,31,Herbed / Spiced Beer,12,Revolution Brewing Company,Chicago, IL,41,5.8
45,Oktoberfest Revolution,417,5.7,25,Märzen / Oktoberfest,12,Revolution Brewing Company,Chicago, IL,41,5.8
45,Eugene Porter,416,6.8,28,American Porter,12,Revolution Brewing Company,Chicago, IL,41,5.8
45,Anti-Hero IPA,415,6.5,70,American IPA,12,Revolution Brewing Company,Chicago, IL,41,5.8
45,Bottom Up Belgian Wit,414,5,14,Witbier,12,Revolution Brewing Company,Chicago, IL,41,5.8
46,Wooden Rooster,2575,8.5,34,Tripel,16.9,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Ginger Peach Saison,2555,4.8,20,Saison / Farmhouse Ale,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Zombie Monkie,1736,6.2,35,American Porter,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Wild Plum Farmhouse Ale,1196,5.6,20,Saison / Farmhouse Ale,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Vanilla Bean Buffalo Sweat,1063,5,20,Oatmeal Stout,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Ethos IPA,1017,6.8,110,American IPA,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Tallgrass Pub Ale,1009,4.4,12,American Brown Ale,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Oasis,912,7.2,93,Extra Special / Strong Bitter (ESB),16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Buffalo Sweat,765,5,20,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Halcyon Unfiltered Wheat,676,5,20,American Pale Wheat Ale,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,8-Bit Pale Ale,595,5.2,44,American Pale Ale (APA),16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Velvet Rooster,537,8.5,23,Tripel,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Halcyon Unfiltered Wheat,412,5,20,American Pale Wheat Ale,12,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Köld Lager (2010),105,5,16,German Pilsener,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Oasis (2010),104,7.2,93,American Double / Imperial IPA,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Tallgrass Ale,103,4.4,22,American Brown Ale,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Buffalo Sweat (2010),102,5,20,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan, KS,22,5
46,Tallgrass IPA,101,6.3,60,American IPA,16,Tallgrass Brewing Company,Manhattan, KS,22,5
47,4Beans,2574,10,52,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Jammer,2479,4.2,16,Gose,12,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Abigale,2443,8,23,Belgian Pale Ale,12,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Rad,2266,3.2,7,Fruit / Vegetable Beer,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Bengali,2090,6.5,62,American IPA,24,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Sensi Harvest,1962,4.7,50,American Pale Ale (APA),12,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Hi-Res,1696,9.9,111,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Global Warmer,1608,7,70,American Strong Ale,12,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Autumnation (2013),1591,6.7,74,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,The Crisp,1388,5.4,42,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Sweet Action,1387,5.2,34,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Righteous Ale,1386,6.3,57,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Bengali Tiger,1385,6.4,62,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,3Beans,1020,9.9,85,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Brownstone,778,5.9,47,American Brown Ale,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Apollo,630,5.2,11,American Pale Wheat Ale,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Harbinger,629,4.9,35,Saison / Farmhouse Ale,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Resin,628,9.1,103,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Diesel,525,6.3,69,American Stout,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Autumnation (2011-12) (2011),512,6,48,Pumpkin Ale,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,The Crisp (2011),425,5.4,42,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Sweet Action (2011),424,5.2,34,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Righteous Ale (2011),423,6.3,57,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
47,Bengali Tiger (2011),422,6.4,62,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY,40,5.5
48,Raspberry Berliner Weisse,2573,5.5,7,Berliner Weissbier,12,White Birch Brewing,Hooksett, NH,19,5.5
48,Hop Session,2572,5,67,American IPA,12,White Birch Brewing,Hooksett, NH,19,5.5
48,Blueberry Berliner Weisse,2571,5.5,7,Berliner Weissbier,12,White Birch Brewing,Hooksett, NH,19,5.5
48,Berliner Weisse,2570,5.5,7,Berliner Weissbier,12,White Birch Brewing,Hooksett, NH,19,5.5
49,Easy Jack,2569,4.5,47,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA,40,5.8
49,Union Jack,2463,7.5,75,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA,40,5.8
49,Pivo Pils,2462,5.3,34,German Pilsener,12,Firestone Walker Brewing Company,Paso Robles, CA,40,5.8
49,805 Blonde Ale,1957,4.7,20,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles, CA,40,5.8
49,805,1733,4.7,20,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles, CA,40,5.8
50,Take Two Pils,2568,5.5,35,German Pilsener,12,SweetWater Brewing Company,Atlanta, GA,38.5,5.5
50,Waterkeeper,2551,5.7,17,Hefeweizen,12,SweetWater Brewing Company,Atlanta, GA,38.5,5.5
50,SweetWater IPA,1710,6.4,67,American IPA,12,SweetWater Brewing Company,Atlanta, GA,38.5,5.5
50,420 Extra Pale Ale,1709,5.4,44,American Pale Ale (APA),12,SweetWater Brewing Company,Atlanta, GA,38.5,5.5
51,Flying Mouse 8,2567,4,31,American Porter,12,Flying Mouse Brewery,Troutville, VA,41,5.65
51,Flying Mouse 4,2566,7,70,American IPA,12,Flying Mouse Brewery,Troutville, VA,41,5.65
52,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,2565,12.8,24,Quadrupel (Quad),19.2,Upslope Brewing Company,Boulder, CO,36,6
52,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,2564,10.4,52,Rye Beer,19.2,Upslope Brewing Company,Boulder, CO,36,6
52,Lee Hill Series Vol. 2 - Wild Saison,2563,6.8,24,American Wild Ale,19.2,Upslope Brewing Company,Boulder, CO,36,6
52,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,2562,9.9,51,American Double / Imperial Stout,19.2,Upslope Brewing Company,Boulder, CO,36,6
52,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,2561,7.6,29,American Brown Ale,19.2,Upslope Brewing Company,Boulder, CO,36,6
52,Blood Orange Saison,2560,6,28,Saison / Farmhouse Ale,12,Upslope Brewing Company,Boulder, CO,36,6
52,Thai Style White IPA,1932,6.5,33,American White IPA,12,Upslope Brewing Company,Boulder, CO,36,6
52,Ferus Fluxus Wild Belgian Pale Ale,1853,7.5,30,American Wild Ale,19.2,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope Imperial India Pale Ale,1315,9.9,90,American Double / Imperial IPA,19.2,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope Christmas Ale,907,8.2,24,Winter Warmer,16,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope Pumpkin Ale,906,7.7,24,Pumpkin Ale,16,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope Belgian Style Pale Ale,683,7.5,30,Belgian Pale Ale,12,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope Foreign Style Stout,614,6.9,38,Foreign / Export Stout,12,Upslope Brewing Company,Boulder, CO,36,6
52,Top Rope Mexican-style Craft Lager,466,4.8,15,Vienna Lager,12,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope Craft Lager,444,4.8,22,Vienna Lager,12,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope Brown Ale,345,6.7,23,English Brown Ale,12,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope Pale Ale,80,5.8,44,American Pale Ale (APA),12,Upslope Brewing Company,Boulder, CO,36,6
52,Upslope India Pale Ale,79,7.2,67,American IPA,12,Upslope Brewing Company,Boulder, CO,36,6
53,Blood of the Unicorn,2559,6.5,36,American Amber / Red Ale,16,Pipeworks Brewing Company,Chicago, IL,41,5.8
54,Moar,2558,4.4,44,English India Pale Ale (IPA),12,Bent Brewstillery,Roseville, MN,45,5.6
54,Uber Lupin Schwarz IPA,2557,8.3,93,American Double / Imperial IPA,16,Bent Brewstillery,Roseville, MN,45,5.6
54,Nordic Blonde,2556,5.7,27,American Blonde Ale,12,Bent Brewstillery,Roseville, MN,45,5.6
55,Moped Traveler,2554,5.5,44,American Pale Ale (APA),16,Flesk Brewing Company,Lombard, IL,41,5.8
56,Mazzie,2553,5.4,45,American Pale Ale (APA),12,Pollyanna Brewing Company,Lemont, IL,41,5.8
57,Painted Turtle,2552,4.5,44,American Pale Ale (APA),12,BuckleDown Brewing,Lyons, IL,41,5.8
58,Weissenheimer,2550,5.2,16,Hefeweizen,12,Destihl Brewery,Bloomington, IL,41,5.8
58,Abbey's Single (2015- ),2505,4.9,22,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL,41,5.8
58,Vertex IPA,2025,6.3,76,American IPA,12,Destihl Brewery,Bloomington, IL,41,5.8
58,Here Gose Nothin',2021,5,12,Gose,12,Destihl Brewery,Bloomington, IL,41,5.8
58,Strawberry Blonde,2015,5,14,Fruit / Vegetable Beer,12,Destihl Brewery,Bloomington, IL,41,5.8
58,Hoperation Overload,1888,9.6,85,American Double / Imperial IPA,12,Destihl Brewery,Bloomington, IL,41,5.8
58,Abbey's Single Ale (Current),1887,4.9,22,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL,41,5.8
59,Make It So,2549,5.3,40,Extra Special / Strong Bitter (ESB),12,Summit Brewing Company,St. Paul, MN,45,5.6
59,Hopvale Organic Ale,2473,4.7,55,American Pale Ale (APA),16,Summit Brewing Company,St. Paul, MN,45,5.6
59,Unchained #18 Hop Silo,2415,8.3,100,American Double / Imperial IPA,16,Summit Brewing Company,St. Paul, MN,45,5.6
60,Beach Cruiser,2547,4.5,17,Hefeweizen,12,Latitude 42 Brewing Company,Portage, MI,29,6.05
60,I.P. Eh!,2493,6.8,67,American IPA,12,Latitude 42 Brewing Company,Portage, MI,29,6.05
60,Schoolhouse Honey,2492,5,36,American Amber / Red Ale,12,Latitude 42 Brewing Company,Portage, MI,29,6.05
60,10 Degrees of Separation,2491,5.5,23,English Brown Ale,12,Latitude 42 Brewing Company,Portage, MI,29,6.05
61,Passion Fruit Prussia,2545,3.5,11,Berliner Weissbier,12,4 Hands Brewing Company,Saint Louis, MO,27,5.25
61,Send Help,2544,4.5,18,American Blonde Ale,12,4 Hands Brewing Company,Saint Louis, MO,27,5.25
61,Cast Iron Oatmeal Brown,2324,5.5,29,American Brown Ale,12,4 Hands Brewing Company,Saint Louis, MO,27,5.25
61,Reprise Centennial Red,2288,6,36,American Amber / Red Ale,12,4 Hands Brewing Company,Saint Louis, MO,27,5.25
61,Alter Ego,2287,5.5,68,American Black Ale,12,4 Hands Brewing Company,Saint Louis, MO,27,5.25
61,Divided Sky,2286,6.5,67,American IPA,12,4 Hands Brewing Company,Saint Louis, MO,27,5.25
61,Resurrected,2285,6.5,67,American IPA,12,4 Hands Brewing Company,Saint Louis, MO,27,5.25
61,Contact High,1870,5,28,American Pale Wheat Ale,12,4 Hands Brewing Company,Saint Louis, MO,27,5.25
62,Todd the Axe Man,2543,7.2,67,American IPA,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,Doomtree,2409,5.7,45,Extra Special / Strong Bitter (ESB),16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,BLAKKR,1739,9.9,85,American Black Ale,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,Overrated! West Coast Style IPA,1112,7.3,69,American IPA,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,WET,329,7.5,90,American IPA,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,Bitter Brewer,19,4,37,English Bitter,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,SurlyFest,18,5.5,34,Rye Beer,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,Coffee Bender,17,5.1,45,American Brown Ale,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,Bender,16,5.1,45,American Brown Ale,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,Abrasive Ale,15,9.7,120,American Double / Imperial IPA,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,Hell,14,5.1,20,Keller Bier / Zwickel Bier,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,CynicAle,13,6.7,33,Saison / Farmhouse Ale,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
62,Furious,12,6.2,99,American IPA,16,Surly Brewing Company,Brooklyn Center, MN,45,5.6
63,Citra Ass Down,2540,8.2,68,American IPA,16,Against The Grain Brewery,Louisville, KY,31,6.5
63,The Brown Note,2539,5,20,American Brown Ale,16,Against The Grain Brewery,Louisville, KY,31,6.5
64,Neomexicanus Native,2538,6,46,American Pale Ale (APA),12,Crazy Mountain Brewing Company,Edwards, CO,36,6
64,Old Soul,2355,7.5,25,Belgian Strong Pale Ale,12,Crazy Mountain Brewing Company,Edwards, CO,36,6
64,Snowcat Coffee Stout,1689,5.9,41,American Stout,12,Crazy Mountain Brewing Company,Edwards, CO,36,6
64,WinterWonderGrass Festival Ale,1163,5.7,36,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO,36,6
64,Boohai Red Ale,940,5.7,36,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO,36,6
64,Lava Lake Wit,685,5.2,15,Witbier,12,Crazy Mountain Brewing Company,Edwards, CO,36,6
64,Mountain Livin' Pale Ale,613,6,44,American Pale Ale (APA),12,Crazy Mountain Brewing Company,Edwards, CO,36,6
64,Crazy Mountain Amber Ale,356,5.2,25,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO,36,6
65,Monkey Dancing On A Razor Blade,2537,8.5,57,Belgian IPA,24,SlapShot Brewing Company,Chicago, IL,41,5.8
65,Tripel Deke,2536,8.2,23,Tripel,24,SlapShot Brewing Company,Chicago, IL,41,5.8
66,Vinyl Frontier,2535,8.3,93,American Double / Imperial IPA,24,Mikerphone Brewing,Chicago, IL,41,5.8
66,Disco Superfly,2534,8,67,American IPA,24,Mikerphone Brewing,Chicago, IL,41,5.8
66,Misty Mountain Hop,2533,7.5,67,American IPA,24,Mikerphone Brewing,Chicago, IL,41,5.8
66,One-Hit Wonderful,2532,7.5,57,Belgian IPA,24,Mikerphone Brewing,Chicago, IL,41,5.8
66,En Parfaite Harmonie,2531,6.5,28,Saison / Farmhouse Ale,24,Mikerphone Brewing,Chicago, IL,41,5.8
66,Daft Funk,2530,4.3,8,Berliner Weissbier,24,Mikerphone Brewing,Chicago, IL,41,5.8
66,Love In An Ellavator,2529,7.5,67,American IPA,24,Mikerphone Brewing,Chicago, IL,41,5.8
66,Spin Doctor,2528,5.3,44,American Pale Ale (APA),24,Mikerphone Brewing,Chicago, IL,41,5.8
67,OktoberFiesta,2527,5.3,27,M�rzen,12,Freetail Brewing Company,San Antonio, TX,33,5.5
67,Texicali ,2526,6.5,33,American Brown Ale,12,Freetail Brewing Company,San Antonio, TX,33,5.5
67,Pinata Protest,2525,6,16,Witbier,12,Freetail Brewing Company,San Antonio, TX,33,5.5
67,Bat Outta Helles,2524,4.2,20,Munich Helles Lager,12,Freetail Brewing Company,San Antonio, TX,33,5.5
67,Original,2523,6.8,36,American Amber / Red Ale,12,Freetail Brewing Company,San Antonio, TX,33,5.5
67,Rye Wit,2522,4.2,10,Witbier,12,Freetail Brewing Company,San Antonio, TX,33,5.5
67,Soul Doubt,2521,5.9,70,American IPA,12,Freetail Brewing Company,San Antonio, TX,33,5.5
67,Yo Soy Un Berliner,2520,4.4,5,Berliner Weissbier,12,Freetail Brewing Company,San Antonio, TX,33,5.5
68,Bimini Twist,2519,7,82,American IPA,12,3 Daughters Brewing,St Petersburg, FL,35.5,5.55
68,Beach Blonde,2518,5,20,American Blonde Ale,12,3 Daughters Brewing,St Petersburg, FL,35.5,5.55
68,Rod Bender Red,2517,5.9,36,American Amber / Red Ale,12,3 Daughters Brewing,St Petersburg, FL,35.5,5.55
69,Farmer's Daughter Blonde,2516,5.1,17,American Blonde Ale,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,30,5.8
69,Pump House IPA,2515,5.5,45,American IPA,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,30,5.8
69,Suicide Blonde IPA,2514,7,57,Belgian IPA,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,30,5.8
69,Vanilla Porter,2513,4.7,25,American Porter,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,30,5.8
69,Honey Rye,2512,5.8,18,Rye Beer,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD,30,5.8
70,Long Leaf,2511,7.1,75,American IPA,16,Appalachian Mountain Brewery,Boone, NC,31,5.7
70,Honey Badger Blonde,2510,4.7,19,American Blonde Ale,16,Appalachian Mountain Brewery,Boone, NC,31,5.7
